SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type
49310,Aberystwyth_University,Band 6,Higher Education,Aberystwyth University,Active,2014-11-05,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2014-11-05,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,Wales,Active,Yearly Agreement
49407,Aberystwyth_University,Band 6,Higher Education,Aberystwyth University,Active,2014-11-11,Digimap Ordnance Survey Collection®  2014-2016,2014-11-11,2016-07-31,Digimap Main HE and FE Licence with End User Licence Agreement 2014,2014-08-01,2016-07-31,Sublicence,Wales,Active,Yearly Agreement
49482,Aberystwyth_University,Band 6,Higher Education,Aberystwyth University,Active,2014-11-17,Bloomsbury Journals SMP Agreement 2015,2015-01-01,2015-12-31,Jisc Collections Bloomsbury Journals SMP Dec 2015,2015-01-01,2015-12-31,Direct,Wales,Request sent,NESLi2 Agreement
49483,Aberystwyth_University,Band 6,Higher Education,Aberystwyth University,Active,2014-11-17,Wiley Online Library Journals 2015-2017,2015-01-01,2017-12-31,Wiley Online Library Journals 2015-2017,2015-01-01,2017-12-31,Direct,Wales,Active,NESLi2 Agreement
49485,Aberystwyth_University,Band 6,Higher Education,Aberystwyth University,Active,2014-11-17,Annual Reviews Journals 2015-2017 Agreement,2015-01-01,2017-12-31,Jisc Collections Annual Reviews Journal Agreement Dec 2017,2015-01-01,2017-12-31,Sublicence,Wales,Active,NESLi2 Agreement
49504,Anglia_Ruskin_University,Band 5B,Higher Education,Anglia Ruskin University,Active,2014-11-18,Digimap Ordnance Survey Collection®  2014-2016,2014-11-18,2016-07-31,Digimap Main HE and FE Licence with End User Licence Agreement 2014,2014-08-01,2016-07-31,Sublicence,England,Active,Yearly Agreement
49365,Aston_University,Band 6,Higher Education,Aston University,Active,2014-11-07,BFI InView  (2014-18),2014-11-07,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,England,Active,Free Agreement
49377,Aston_University,Band 6,Higher Education,Aston University,Active,2014-11-10,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2014-11-10,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,England,Active,Yearly Agreement
49447,Aston_University,Band 6,Higher Education,Aston University,Active,2014-11-13,Oxford University Press Journals '2014 Full Collection' offer 2015-2017,2015-01-01,2017-12-31,Jisc Collections OUP Journals Full Collection 2014 agreement 2015-17,2015-01-01,2017-12-31,Sublicence,England,Request sent,NESLi2 Agreement
49466,Aston_University,Band 6,Higher Education,Aston University,Active,2014-11-14,Wiley Online Library Journals 2015-2017,2015-01-01,2017-12-31,Wiley Online Library Journals 2015-2017,2015-01-01,2017-12-31,Direct,England,Active,NESLi2 Agreement
49530,Aston_University,Band 6,Higher Education,Aston University,Active,2014-11-19,Taylor & Francis Journals and OA Offset Agreement 2015-2017,2015-01-01,2017-12-31,Taylor and Francis Journals and Offset 2015-2017,2015-01-01,2017-12-31,Direct,England,Active,NESLi2 Agreement
49531,Aston_University,Band 6,Higher Education,Aston University,Active,2014-11-19,Euclid Prime Jisc Collections SMP 2015,2015-01-01,2015-12-31,Jisc Collections SMP Euclid Prime 2015,2015-01-01,2015-12-31,Direct,England,Active,NESLi2 Agreement
49636,Aston_University,Band 6,Higher Education,Aston University,Active,2014-11-21,Digimap Ordnance Survey Collection®  2014-2016,2014-11-21,2016-07-31,Digimap Main HE and FE Licence with End User Licence Agreement 2014,2014-08-01,2016-07-31,Sublicence,England,Active,Yearly Agreement
49361,Bath_Spa_University,Band 8,Higher Education,Bath Spa University,Active,2014-11-07,Bloomsbury Journals SMP Agreement 2015,2015-01-01,2015-12-31,Jisc Collections Bloomsbury Journals SMP Dec 2015,2015-01-01,2015-12-31,Direct,England,Request sent,NESLi2 Agreement
49446,Bath_Spa_University,Band 8,Higher Education,Bath Spa University,Active,2014-11-13,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2014-11-13,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,England,Active,Yearly Agreement
49269,Birkbeck_College,Band 7,Higher Education,Birkbeck College,Active,2014-11-04,ACM Digital Library 2014-16,2015-01-01,2016-12-31,ACM Digital Library 2014-16,2015-01-01,2016-12-31,Direct,England,Active,NESLi2 Agreement
49403,Birkbeck_College,Band 7,Higher Education,Birkbeck College,Active,2014-11-11,Digimap Ordnance Survey Collection®  2014-2016,2014-11-11,2016-07-31,Digimap Main HE and FE Licence with End User Licence Agreement 2014,2014-08-01,2016-07-31,Sublicence,England,Active,Yearly Agreement
49236,Birmingham_City_University,Band 5B,Higher Education,Birmingham City University,Active,2014-11-03,ACM Digital Library 2014-16,2015-01-01,2016-12-31,ACM Digital Library 2014-16,2015-01-01,2016-12-31,Direct,England,Active,NESLi2 Agreement
49557,Bishop_Grosseteste_University_College_Lincoln,Band 10,Higher Education,Bishop Grosseteste University,Active,2014-11-19,Project MUSE Journals Agreement 2015 to 2017,2015-01-01,2017-12-31,Jisc Collections Johns Hopkins University Press Project MUSE Dec 2017,2015-01-01,2017-12-31,Sublicence,England,Active,NESLi2 Agreement
49800,Bishop_Grosseteste_University_College_Lincoln,Band 10,Higher Education,Bishop Grosseteste University,Active,2014-11-28,SAGE Premier Jisc Collections 2015-16 Journals Agreement,2015-01-01,2016-12-31,Jisc Collections SAGE Premier agreement 2015-16,2015-01-01,2016-12-31,Sublicence,England,Request sent,NESLi2 Agreement
