SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type
49162,Aberystwyth_University,Band 6,Higher Education,Aberystwyth University,Active,2014-10-29,ACM Digital Library 2014-16,2015-01-01,2016-12-31,ACM Digital Library 2014-16,2015-01-01,2016-12-31,Direct,Wales,Request sent,NESLi2 Agreement
49051,Anglia_Ruskin_University,Band 5B,Higher Education,Anglia Ruskin University,Active,2014-10-20,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-10-20,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
49053,Anglia_Ruskin_University,Band 5B,Higher Education,Anglia Ruskin University,Active,2014-10-20,BFI InView  (2014-18),2014-10-20,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,England,Active,Free Agreement
49052,Anglia_Ruskin_University,Band 5B,Higher Education,Anglia Ruskin University,Active,2014-10-20,Journal and Highly Cited Data (JHCD) - Upgrade for JCR 3 Year Commitment Subscribers,2014-10-20,2016-09-30,Jisc Collections Thomson Reuters Journal and Highly Cited Data Upgrade Sept 2016,2014-10-01,2016-09-30,Sublicence,England,Request sent,Yearly Agreement
48871,Aston_University,Band 6,Higher Education,Aston University,Active,2014-10-08,Reaxys 2014 -19 (5 year commitment),2014-11-01,2019-10-31,Elsevier Reaxys Nov 2014 - Oct 2019,2014-11-01,2019-10-31,Direct,England,Request sent,Yearly Agreement
48934,Bangor_University,Band 5B,Higher Education,Bangor University,Active,2014-10-09,Internet Archaeology Open Access Membership Scheme,2014-12-01,2017-11-30,Internet Archaeology Membership Contract,2014-12-01,2017-11-30,Direct,Wales,Request sent,Yearly Agreement
48837,Bangor_University,Band 5B,Higher Education,Bangor University,Active,2014-10-07,Reaxys 2014 -19 (Annual commitment),2014-11-01,2019-10-31,Elsevier Reaxys Nov 2014 - Oct 2019,2014-11-01,2019-10-31,Direct,Wales,Request sent,Yearly Agreement
49141,Bangor_University,Band 5B,Higher Education,Bangor University,Active,2014-10-29,"ProQuest Archives 2014-2017 (House of Commons Parliamentary Papers, British Periodicals Collections I and II, Periodicals Archive Online: Jisc Collections Selection, Early European Books Parts 1-4, and the Vogue Archive)",2014-11-01,2017-10-31,"Jisc Collections ProQuest 18 19 20 C House of Commons Parliamentary Papers, British Periodicals Collection I & II, Periodicals Archive Online Jisc Coll Selection, Early European Books 1-4 and The Vogue Archive October 2017",2014-11-01,2017-10-31,Sublicence,Wales,Active,Yearly Agreement
49131,Bangor_University,Band 5B,Higher Education,Bangor University,Active,2014-10-28,ACM Digital Library 2014-16,2015-01-01,2016-12-31,ACM Digital Library 2014-16,2015-01-01,2016-12-31,Direct,Wales,Request sent,NESLi2 Agreement
48997,Bath_Spa_University,Band 8,Higher Education,Bath Spa University,Active,2014-10-15,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-10-15,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
49155,Birkbeck_College,Band 7,Higher Education,Birkbeck College,Active,2014-10-29,Nature Publishing Group Journals 2015,2015-01-01,2015-12-31,Nature Publishing Group Journals 2015,2015-01-01,2015-12-31,Direct,England,Request sent,NESLi2 Agreement
