SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type
47941.0,Anglia_Ruskin_University,Band 5,Higher Education,Anglia Ruskin University,Active,2014-08-06,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-08-06,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
47918.0,Aston_University,Band 6,Higher Education,Aston University,Active,2014-08-04,Elsevier Gold OA 2014 Prepayment Scheme,2014-08-01,2015-07-31,Elsevier Gold OA 2014 Prepayment Scheme licence holding document,2014-08-01,2015-07-31,Direct,England,Active,Consortia Agreement
47949.0,Aston_University,Band 6,Higher Education,Aston University,Active,2014-08-07,PathCAL 2014/15 Agreement,2014-09-01,2015-08-31,PathCal University of Edinburgh Agreement August 2015,2014-09-01,2015-08-31,Sublicence,England,Active,Yearly Agreement
47912.0,Bangor_University,Band 5,Higher Education,Bangor University,Active,2014-08-04,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-04,2017-07-31,Cengage Jisc Collections Hosting Arrangement July 2017,2014-08-01,2017-07-31,Sublicence,Wales,Active,Yearly Agreement
47929.0,Bath_Spa_University,Band 8,Higher Education,Bath Spa University,Active,2014-08-05,Early European Books Collections 1-4 and The Vogue Archive,2014-08-05,2014-10-31,EARLY EUROPEAN BOOKS COLLECTIONS AND THE VOGUE ARCHIVE Sub licence Access vis publisher platform,2014-06-01,2014-10-31,Sublicence,England,Active,Yearly Agreement
47933.0,Bath_Spa_University,Band 8,Higher Education,Bath Spa University,Active,2014-08-06,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-06,2017-07-31,Cengage Jisc Collections Hosting Arrangement July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
47934.0,Bath_Spa_University,Band 8,Higher Education,Bath Spa University,Active,2014-08-06,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-08-06,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
48041.0,Birmingham_City_University,Band 5,Higher Education,Birmingham City University,Active,2014-08-18,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-18,2017-07-31,Cengage Jisc Collections Hosting Arrangement July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
48214.0,Bishop_Grosseteste_University_College_Lincoln,Band 10,Higher Education,Bishop Grosseteste University,Active,2014-08-26,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-08-26,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
47923.0,Bournemouth_University,Band 5,Higher Education,Bournemouth University,Active,2014-08-05,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-05,2017-07-31,Cengage Jisc Collections Hosting Arrangement July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
47955.0,Bournemouth_University,Band 5,Higher Education,Bournemouth University,Active,2014-08-07,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-08-07,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
48178.0,Buckinghamshire_New_University,Band 7,Higher Education,Buckinghamshire New University,Active,2014-08-21,British Standards Online 2014-2017,2014-08-21,2017-05-31,JISC Collections BSI Standards Ltd British Standards Online May 2017 ,2014-06-01,2017-05-31,Sublicence,England,Active,Yearly Agreement
47903.0,Canterbury_Christ_Church_University,Band 6,Higher Education,Canterbury Christ Church University,Active,2014-08-04,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-08-04,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,England,Active,Yearly Agreement
47950.0,Cardiff_Metropolitan_University,Band 7,Higher Education,Cardiff Metropolitan University,Active,2014-08-07,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-08-07,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,Wales,Active,Yearly Agreement
47959.0,Cardiff_Metropolitan_University,Band 7,Higher Education,Cardiff Metropolitan University,Active,2014-08-07,a-n The Artists Information Company 2014-17,2014-08-07,2017-07-31,a-n The Artists Information Company Database Agreement July 2017,2014-08-01,2017-07-31,Direct,Wales,Active,Yearly Agreement
47962.0,Cardiff_Metropolitan_University,Band 7,Higher Education,Cardiff Metropolitan University,Active,2014-08-07,Early European Books Collections 1-4 and The Vogue Archive,2014-08-07,2014-10-31,EARLY EUROPEAN BOOKS COLLECTIONS AND THE VOGUE ARCHIVE Sub licence Access vis publisher platform,2014-06-01,2014-10-31,Sublicence,Wales,Active,Yearly Agreement
47965.0,Cardiff_Metropolitan_University,Band 7,Higher Education,Cardiff Metropolitan University,Active,2014-08-07,Science Classic,2014-08-07,2114-06-30,Science Classic,2014-07-01,2114-06-30,Sublicence,Wales,Active,Free Agreement
47894.0,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2014-08-01,EBSCO Education Databases,2014-08-01,2017-07-31,EBSCO International Inc Jisc Collections Educational Databases July 2017,2014-08-01,2017-07-31,Direct,Wales,Request sent,Yearly Agreement
47896.0,Cardiff_University,Band 3,Higher Education,Cardiff University,Active,2014-08-01,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-08-01,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,Wales,Active,Yearly Agreement
