"38,http://link.springer.com/2251-7715,1,38,http://link.springer.com/journal/40093
",updated
"46,http://link.springer.com/2193-8865,1,46,http://link.springer.com/journal/40097
",updated
"31819,http://link.springer.com/1016-8478,207,5983,http://link.springer.com/journal/10059
",updated
"31820,http://link.springer.com/0218-0006,207,2220,http://link.springer.com/journal/26
",updated
"31821,http://link.springer.com/0219-1377,207,2985,http://link.springer.com/journal/10115
",updated
"31822,http://link.springer.com/0001-6268,207,2183,http://link.springer.com/journal/701
",updated
"31823,http://link.springer.com/0029-599X,207,3127,http://link.springer.com/journal/211
",updated
"31824,http://link.springer.com/1610-2940,207,2915,http://link.springer.com/journal/894
",updated
"31825,http://link.springer.com/1066-8888,207,3382,http://link.springer.com/journal/778
",updated
"31826,http://link.springer.com/0974-3626,207,5851,http://link.springer.com/journal/12039
",updated
"31827,http://link.springer.com/0304-4289,207,6046,http://link.springer.com/journal/12043
",updated
"31828,http://link.springer.com/0971-8044,207,6069,http://link.springer.com/journal/12045
",updated
"31829,http://link.springer.com/0250-5991,207,5847,http://link.springer.com/journal/12038
",updated
"31830,http://link.springer.com/0250-4707,207,5624,http://link.springer.com/journal/12034
",updated
"31831,http://link.springer.com/0256-2499,207,6088,http://link.springer.com/journal/12046
",updated
"31832,http://link.springer.com/0253-4142,207,6048,http://link.springer.com/journal/12044
",updated
"31833,http://link.springer.com/0019-5456,207,5789,http://link.springer.com/journal/12098
",updated
"31834,http://link.springer.com/0019-5421,207,5788,http://link.springer.com/journal/12070
",updated
"31835,http://link.springer.com/0046-8991,207,5787,http://link.springer.com/journal/12088
",updated
"31836,http://link.springer.com/0970-9134,207,5793,http://link.springer.com/journal/12055
",updated
"31837,http://link.springer.com/0022-1333,207,5878,http://link.springer.com/journal/12041
",updated
"31838,http://link.springer.com/0253-4126,207,5863,http://link.springer.com/journal/12040
",updated
"31839,http://link.springer.com/0250-6335,207,5844,http://link.springer.com/journal/12036
",updated
"31840,http://link.springer.com/0972-2068,207,5792,http://link.springer.com/journal/12262
",updated
"31841,http://link.springer.com/0970-2822,207,5794,http://link.springer.com/journal/13337
",updated
"31842,http://link.springer.com/0974-0198,207,9781,http://link.springer.com/journal/40171
",updated
"31843,http://link.springer.com/0970-1915,207,5784,http://link.springer.com/journal/12291
",updated
"31844,http://link.springer.com/0971-5894,207,6039,http://link.springer.com/journal/12298
",updated
"31845,http://link.springer.com/0971-4502,207,5786,http://link.springer.com/journal/12288
",updated
"31846,http://link.springer.com/0972-1525,207,6119,http://link.springer.com/journal/12355
",updated
"31847,http://link.springer.com/0971-7811,207,5908,http://link.springer.com/journal/13562
",updated
"31848,http://link.springer.com/0255-660X,207,5925,http://link.springer.com/journal/12524
",updated
"31849,http://link.springer.com/0971-3514,207,5703,http://link.springer.com/journal/12591
",updated
"31850,http://link.springer.com/0016-7622,207,5923,http://link.springer.com/journal/12594
",updated
"31851,http://link.springer.com/0974-3227,207,2866,http://link.springer.com/journal/12593
",updated
"31852,http://link.springer.com/0972-8821,207,5902,http://link.springer.com/journal/12596
",updated
"31853,http://link.springer.com/0373-5893,207,6052,http://link.springer.com/journal/12595
",updated
"31854,http://link.springer.com/0019-6061,207,5795,http://link.springer.com/journal/13312
",updated
"31855,http://link.springer.com/0972-8279,207,5890,http://link.springer.com/journal/12663
",updated
"31856,http://link.springer.com/0019-5480,207,5790,http://link.springer.com/journal/12648
",updated
"31857,http://link.springer.com/0970-3950,207,5959,http://link.springer.com/journal/12647
",updated
"31858,http://link.springer.com/0033-2968,207,13533,http://link.springer.com/journal/12646
",updated
"31859,http://link.springer.com/0030-3887,207,6014,http://link.springer.com/journal/12597
",updated
"31860,http://link.springer.com/0971-7196,207,5903,http://link.springer.com/journal/12639
",updated
"31861,http://link.springer.com/0254-8860,207,5785,http://link.springer.com/journal/12664
",updated
"31862,http://link.springer.com/0972-656X,207,5815,http://link.springer.com/journal/12588
",updated
"31863,http://link.springer.com/0972-2815,207,6151,http://link.springer.com/journal/12666
",updated
"31864,http://link.springer.com/0975-0770,207,2712,http://link.springer.com/journal/12572
",updated
